League,match_id,phase,map_name,team1_name,team1_score,team2_name,team2_score,player_team,player_name,agents,role,kills,deaths,assists,acs,adr,rating,kast,first_kills,first_deaths,fk_diff,RIV,hs_pct,k2,k3,k4,k5,clutch_1v1,clutch_1v2,clutch_1v3,clutch_1v4,clutch_1v5,econ,plants,defuses,game_id,Year
VJC Split 1,648102,Phase 2: Upper Semifinals,Pearl,AGELITE,9,REJECT,13,REJECT,Dep,Neon,Duelist,17,16,3,201,129,0.82,55,4,4,0,0.49,17,3,0,1,0,0,0,0,0,0,48,0,0,260516,2026
VJC Split 1,648102,Phase 2: Upper Semifinals,Lotus,AGELITE,10,REJECT,13,REJECT,Dep,Neon,Duelist,20,14,6,222,146,1.08,87,4,5,-1,1.12,25,5,1,0,0,0,0,0,0,0,59,0,0,260517,2026
VJC Split 1,648104,Phase 2: Upper Final,Haven,REJECT,10,FENNEL,13,REJECT,Dep,Neon,Duelist,22,17,3,268,161,1.19,70,7,2,5,0.51,20,2,0,1,1,0,0,0,0,0,58,0,2,260521,2026
VJC Split 1,648104,Phase 2: Upper Final,Bind,REJECT,6,FENNEL,13,REJECT,Dep,Neon,Duelist,13,19,2,210,125,0.77,68,7,3,4,0.03,15,2,0,0,0,0,0,0,0,0,44,0,0,260522,2026
VJC Split 1,648110,Phase 2: Lower Final,Split,REJECT,13,Insomnia,8,REJECT,Dep,Neon,Duelist,24,14,4,300,169,1.52,67,2,4,-2,0.53,24,2,3,1,0,1,0,0,0,0,53,0,2,260539,2026
VJC Split 1,648110,Phase 2: Lower Final,Pearl,REJECT,7,Insomnia,13,REJECT,Dep,Neon,Duelist,18,17,2,240,130,1,55,5,4,1,0.17,20,3,2,0,0,0,0,0,0,0,44,1,0,260540,2026
VJC Split 1,648110,Phase 2: Lower Final,Bind,REJECT,10,Insomnia,13,REJECT,Dep,Neon,Duelist,18,18,7,240,152,1.06,91,3,1,2,0.45,30,3,2,0,0,0,0,0,0,0,57,0,0,260541,2026
VJC Split 1,628553,Phase 1: Lower Round 2,Breeze,RIDDLE ORDER,13,REJECT,9,REJECT,XoNs,Jett,Duelist,16,15,0,192,120,1.02,55,4,2,2,0.30,31,2,1,1,0,0,0,0,0,0,48,2,2,255126,2026
VJC Split 1,628547,Phase 1: Upper Quarterfinals,Split,REJECT,5,CREST GAMING Zst,13,REJECT,Yoshiii,Viper,Controller,5,16,5,90,67,0.41,44,1,2,-1,-0.04,24,1,0,0,0,0,0,0,0,0,26,0,0,255108,2026
VJC Split 1,628547,Phase 1: Upper Quarterfinals,Bind,REJECT,11,CREST GAMING Zst,13,REJECT,Yoshiii,Viper,Controller,16,18,9,220,145,0.95,67,2,3,-1,0.26,20,0,1,1,0,0,0,0,0,0,55,1,0,255109,2026
VJC Split 1,628551,Phase 1: Lower Round 1,Split,REJECT,13,WEC C,9,REJECT,Yoshiii,Viper,Controller,24,13,4,304,180,1.41,73,4,4,0,0.81,28,4,2,1,0,0,0,0,0,0,80,0,0,255120,2026
VJC Split 1,628553,Phase 1: Lower Round 2,Breeze,RIDDLE ORDER,13,REJECT,9,REJECT,Yoshiii,Viper,Controller,12,19,4,171,119,0.6,59,2,2,0,-0.01,42,2,1,0,0,0,0,0,0,0,42,1,0,255126,2026
VJC Split 1,628553,Phase 1: Lower Round 2,Split,RIDDLE ORDER,13,REJECT,7,REJECT,Yoshiii,Viper,Controller,15,16,4,225,140,0.81,75,1,4,-3,0.34,26,3,1,0,0,0,0,0,0,0,51,0,0,255127,2026
VJC Split 1,648102,Phase 2: Upper Semifinals,Breeze,AGELITE,13,REJECT,11,REJECT,hiroronn,Viper,Controller,13,17,6,161,117,0.87,75,0,2,-2,0.29,32,1,1,0,0,0,0,0,0,0,47,0,0,260515,2026
VJC Split 1,648104,Phase 2: Upper Final,Bind,REJECT,6,FENNEL,13,REJECT,hiroronn,Viper,Controller,9,17,5,139,99,0.52,58,0,2,-2,0.05,43,3,0,0,0,0,0,0,0,0,39,0,0,260522,2026
VJC Split 1,648110,Phase 2: Lower Final,Split,REJECT,13,Insomnia,8,REJECT,hiroronn,Viper,Controller,12,13,4,149,95,0.84,67,0,5,-5,0.54,40,2,1,0,0,0,0,0,0,0,40,1,0,260539,2026
VJC Split 1,648110,Phase 2: Lower Final,Bind,REJECT,10,Insomnia,13,REJECT,hiroronn,Viper,Controller,12,17,10,169,126,0.78,87,0,2,-2,0.48,20,1,1,0,0,0,1,0,0,0,51,0,0,260541,2026
VJC Split 1,628547,Phase 1: Upper Quarterfinals,Split,REJECT,5,CREST GAMING Zst,13,REJECT,Dep,Omen,Controller,12,14,6,187,112,0.89,72,0,3,-3,0.34,19,2,2,0,0,0,0,0,0,0,54,0,0,255108,2026
VJC Split 1,628551,Phase 1: Lower Round 1,Split,REJECT,13,WEC C,9,REJECT,Dep,Omen,Controller,22,14,7,254,155,1.27,77,3,1,2,0.85,28,5,2,0,0,1,0,0,0,0,66,0,0,255120,2026
VJC Split 1,628553,Phase 1: Lower Round 2,Split,RIDDLE ORDER,13,REJECT,7,REJECT,Dep,Omen,Controller,8,15,9,151,100,0.83,75,2,0,2,0.27,5,2,0,0,0,0,0,0,0,0,46,1,0,255127,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Lotus,Insomnia,3,REJECT,13,REJECT,Yoshiii,Omen,Controller,13,6,11,237,144,1.62,88,2,0,2,1.01,57,1,2,0,0,0,0,0,0,0,58,1,0,260507,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Haven,Insomnia,12,REJECT,14,REJECT,Yoshiii,Omen,Controller,22,17,11,248,172,1.43,77,2,2,0,0.63,29,0,3,1,0,0,0,0,0,0,59,1,1,260508,2026
VJC Split 1,648102,Phase 2: Upper Semifinals,Breeze,AGELITE,13,REJECT,11,REJECT,Yoshiii,Omen,Controller,14,20,7,172,128,0.67,71,1,6,-5,0.24,19,2,2,0,0,0,1,0,0,0,45,0,1,260515,2026
VJC Split 1,648102,Phase 2: Upper Semifinals,Lotus,AGELITE,10,REJECT,13,REJECT,Yoshiii,Omen,Controller,15,15,10,190,131,0.93,74,1,3,-2,0.66,22,3,1,0,0,0,1,0,0,0,50,2,0,260517,2026
VJC Split 1,648104,Phase 2: Upper Final,Haven,REJECT,10,FENNEL,13,REJECT,Yoshiii,Omen,Controller,24,15,11,307,195,1.57,87,2,0,2,0.75,43,6,1,0,0,0,0,0,0,0,77,2,0,260521,2026
VJC Split 1,648110,Phase 2: Lower Final,Split,REJECT,13,Insomnia,8,REJECT,Yoshiii,Omen,Controller,18,10,11,238,159,1.55,86,1,1,0,1.02,27,3,2,0,0,0,0,0,0,0,75,0,0,260539,2026
VJC Split 1,628547,Phase 1: Upper Quarterfinals,Bind,REJECT,11,CREST GAMING Zst,13,REJECT,Dep,Brimstone,Controller,16,16,12,197,121,1.05,67,1,0,1,0.44,29,4,0,1,0,0,0,0,0,0,53,2,2,255109,2026
VJC Split 1,648104,Phase 2: Upper Final,Bind,REJECT,6,FENNEL,13,REJECT,Yoshiii,Brimstone,Controller,13,16,8,192,120,0.95,79,1,1,0,0.32,21,3,0,0,0,0,0,0,0,0,47,1,1,260522,2026
VJC Split 1,648110,Phase 2: Lower Final,Bind,REJECT,10,Insomnia,13,REJECT,Yoshiii,Brimstone,Controller,20,15,10,248,149,1.34,78,1,0,1,0.57,19,5,2,0,0,0,0,0,0,0,61,5,1,260541,2026
VJC Split 1,628551,Phase 1: Lower Round 1,Pearl,REJECT,13,WEC C,4,REJECT,Dep,Astra,Controller,21,7,11,332,226,2.18,94,2,0,2,1.05,48,4,0,2,0,3,0,0,0,0,106,1,1,255121,2026
VJC Split 1,628553,Phase 1: Lower Round 2,Breeze,RIDDLE ORDER,13,REJECT,9,REJECT,Dep,Astra,Controller,20,15,4,230,149,1.23,77,0,2,-2,0.54,42,4,1,0,0,1,0,0,0,0,73,0,1,255126,2026
VJC Split 1,648099,Phase 2: Upper Quarterfinals,Pearl,Insomnia,13,REJECT,10,REJECT,Yoshiii,Astra,Controller,14,13,9,167,111,1.05,74,3,1,2,0.80,28,1,1,0,0,0,0,0,0,0,52,0,0,260506,2026
VJC Split 1,648102,Phase 2: Upper Semifinals,Pearl,AGELITE,9,REJECT,13,REJECT,Yoshiii,Astra,Controller,16,12,8,206,130,1.18,82,2,2,0,0.86,26,2,2,0,0,0,1,0,0,0,53,1,1,260516,2026
VJC Split 1,648110,Phase 2: Lower Final,Pearl,REJECT,7,Insomnia,13,REJECT,Yoshiii,Astra,Controller,8,15,11,132,88,0.7,65,0,2,-2,0.30,23,2,0,0,0,1,0,0,0,0,32,0,0,260540,2026
VJC Split 1,614891,Advance Stage (A): Day 3,Bind,QT DIG∞,13,WEC C,5,QT DIG∞,yuran,Veto,Sentinel,17,8,2,237,146,1.47,78,2,2,0,0.89,22,4,1,0,0,1,0,0,0,0,67,0,3,252093,2026
VJC Split 1,614885,Advance Stage (A): Day 1,Pearl,ZETA DIVISION Academy,10,QT DIG∞,13,QT DIG∞,margaret,Killjoy,Sentinel,18,16,1,214,128,1.09,61,4,3,1,0.33,22,3,3,0,0,0,1,0,0,0,49,0,2,252075,2026
VJC Split 1,614888,Advance Stage (A): Day 2,Pearl,QT DIG∞,13,BC SWELL,6,QT DIG∞,margaret,Killjoy,Sentinel,21,12,3,300,201,1.48,84,4,1,3,0.79,35,4,1,1,0,0,0,0,0,0,74,2,0,252085,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Pearl,Insomnia,11,QT DIG∞,13,QT DIG∞,margaret,Killjoy,Sentinel,26,16,2,299,192,1.47,75,4,1,3,0.62,32,7,0,1,0,0,0,0,0,0,74,0,0,255130,2026
VJC Split 1,628559,Phase 1: Upper Final,Pearl,QT DIG∞,6,CREST GAMING Zst,13,QT DIG∞,margaret,Killjoy,Sentinel,18,14,0,287,203,1.36,68,2,1,1,0.20,41,3,2,0,0,0,0,0,0,0,80,0,0,255142,2026
VJC Split 1,628561,Phase 1: Lower Final,Pearl,QT DIG∞,13,REIGNITE FOXX,10,QT DIG∞,margaret,Killjoy,Sentinel,17,14,4,205,133,1.07,70,2,3,-1,0.62,19,3,2,0,0,0,1,0,0,0,55,0,0,255149,2026
VJC Split 1,614883,Advance Stage (A): Day 1,Haven,QT DIG∞,14,NORTHEPTION Youth,12,QT DIG∞,margaret,Cypher,Sentinel,25,19,3,262,156,1.08,65,7,2,5,0.59,24,6,1,0,0,0,1,0,0,0,53,0,0,252069,2026
VJC Split 1,614891,Advance Stage (A): Day 3,Haven,QT DIG∞,13,WEC C,9,QT DIG∞,margaret,Cypher,Sentinel,23,14,8,300,213,1.45,86,0,2,-2,0.81,25,7,0,0,0,0,0,0,0,0,83,0,0,252095,2026
VJC Split 1,628546,Phase 1: Upper Quarterfinals,Abyss,REIGNITE FOXX,13,QT DIG∞,8,QT DIG∞,margaret,Cypher,Sentinel,18,19,1,234,145,0.89,67,6,1,5,0.19,31,4,1,0,0,0,0,0,0,0,47,0,0,255106,2026
VJC Split 1,628546,Phase 1: Upper Quarterfinals,Haven,REIGNITE FOXX,3,QT DIG∞,13,QT DIG∞,margaret,Chamber,Sentinel,9,9,1,140,93,0.9,63,2,2,0,0.66,14,3,0,0,0,0,0,0,0,0,34,0,1,255105,2026
VJC Split 1,628559,Phase 1: Upper Final,Haven,QT DIG∞,16,CREST GAMING Zst,14,QT DIG∞,margaret,Chamber,Sentinel,30,19,3,272,166,1.23,77,5,3,2,0.91,23,3,2,1,0,1,0,0,0,0,53,0,1,255141,2026
VJC Split 1,628561,Phase 1: Lower Final,Haven,QT DIG∞,13,REIGNITE FOXX,11,QT DIG∞,margaret,Chamber,Sentinel,15,14,2,185,138,1.12,71,5,0,5,0.59,18,3,0,0,0,0,0,0,0,0,63,0,0,255147,2026
VJC Split 1,628561,Phase 1: Lower Final,Corrode,QT DIG∞,0,REIGNITE FOXX,13,QT DIG∞,margaret,Chamber,Sentinel,5,13,1,111,72,0.35,46,0,4,-4,0.13,17,1,0,0,0,0,0,0,0,0,24,0,0,255148,2026
VJC Split 1,653832,Playoffs: Semifinals,Haven,QT DIG∞,10,FENNEL,13,QT DIG∞,margaret,Chamber,Sentinel,14,18,3,184,124,0.75,65,6,2,4,0.30,20,3,0,0,0,0,0,0,0,0,43,0,0,262747,2026
VJC Split 1,653832,Playoffs: Semifinals,Pearl,QT DIG∞,15,FENNEL,13,QT DIG∞,margaret,Chamber,Sentinel,30,15,0,264,168,1.46,79,9,5,4,1.36,24,6,2,0,0,0,0,0,0,0,56,0,2,262748,2026
VJC Split 1,653832,Playoffs: Semifinals,Lotus,QT DIG∞,9,FENNEL,13,QT DIG∞,margaret,Chamber,Sentinel,7,17,0,83,63,0.34,32,1,2,-1,-0.15,45,1,0,0,0,0,0,0,0,0,22,0,0,262749,2026
VJC Split 1,614883,Advance Stage (A): Day 1,Haven,QT DIG∞,14,NORTHEPTION Youth,12,QT DIG∞,yuran,Tejo,Initiator,18,14,6,208,149,1.17,77,2,2,0,0.78,23,3,1,0,0,0,0,0,0,0,59,0,1,252069,2026
VJC Split 1,614885,Advance Stage (A): Day 1,Pearl,ZETA DIVISION Academy,10,QT DIG∞,13,QT DIG∞,yuran,Tejo,Initiator,25,16,15,321,218,1.64,87,3,0,3,0.85,19,5,0,1,0,0,0,0,0,0,92,0,0,252075,2026
VJC Split 1,614888,Advance Stage (A): Day 2,Pearl,QT DIG∞,13,BC SWELL,6,QT DIG∞,yuran,Tejo,Initiator,17,10,7,247,163,1.48,68,3,0,3,0.75,21,3,2,0,0,1,0,0,0,0,75,1,0,252085,2026
VJC Split 1,614891,Advance Stage (A): Day 3,Haven,QT DIG∞,13,WEC C,9,QT DIG∞,yuran,Tejo,Initiator,13,11,4,171,116,1.13,77,2,1,1,0.74,23,4,0,0,0,0,0,0,0,0,48,3,1,252095,2026
VJC Split 1,653832,Playoffs: Semifinals,Pearl,QT DIG∞,15,FENNEL,13,QT DIG∞,yuran,Tejo,Initiator,21,21,8,197,136,0.92,71,1,1,0,0.39,20,5,0,0,0,0,0,0,0,0,43,4,0,262748,2026
VJC Split 1,614883,Advance Stage (A): Day 1,Corrode,QT DIG∞,11,NORTHEPTION Youth,13,QT DIG∞,yuran,Sova,Initiator,18,17,2,214,152,0.97,54,2,2,0,0.24,20,2,3,0,0,0,0,0,0,0,67,2,2,252070,2026
VJC Split 1,614888,Advance Stage (A): Day 2,Corrode,QT DIG∞,13,BC SWELL,11,QT DIG∞,yuran,Sova,Initiator,18,16,4,210,140,1.09,83,2,3,-1,0.59,23,3,0,1,0,1,0,0,0,0,49,3,2,252084,2026
VJC Split 1,628546,Phase 1: Upper Quarterfinals,Abyss,REIGNITE FOXX,13,QT DIG∞,8,QT DIG∞,Misaya,Sova,Initiator,8,14,7,126,87,0.66,57,0,1,-1,0.27,12,2,0,0,0,0,0,0,0,0,45,8,0,255106,2026
VJC Split 1,614891,Advance Stage (A): Day 3,Bind,QT DIG∞,13,WEC C,5,QT DIG∞,Misaya,Skye,Initiator,10,11,7,171,117,0.89,78,2,2,0,0.76,24,2,0,0,0,0,0,1,0,0,46,7,0,252093,2026
VJC Split 1,653832,Playoffs: Semifinals,Pearl,QT DIG∞,15,FENNEL,13,QT DIG∞,Misaya,Skye,Initiator,16,18,8,177,124,0.92,86,0,1,-1,0.48,15,3,1,0,0,1,0,0,0,0,46,3,1,262748,2026
VJC Split 1,614883,Advance Stage (A): Day 1,Corrode,QT DIG∞,11,NORTHEPTION Youth,13,QT DIG∞,Misaya,KAY/O,Initiator,18,19,7,202,122,0.98,63,3,1,2,0.24,22,2,2,0,0,0,0,0,0,0,47,5,1,252070,2026
VJC Split 1,614888,Advance Stage (A): Day 2,Corrode,QT DIG∞,13,BC SWELL,11,QT DIG∞,Misaya,KAY/O,Initiator,18,16,11,217,122,1.14,71,2,2,0,0.53,18,2,1,1,0,0,1,0,0,0,52,4,0,252084,2026
VJC Split 1,614883,Advance Stage (A): Day 1,Split,QT DIG∞,13,NORTHEPTION Youth,3,QT DIG∞,Misaya,Fade,Initiator,13,9,6,235,149,1.26,81,0,0,0,0.66,23,2,0,0,1,0,0,1,0,0,68,10,0,252071,2026
VJC Split 1,614885,Advance Stage (A): Day 1,Pearl,ZETA DIVISION Academy,10,QT DIG∞,13,QT DIG∞,Misaya,Fade,Initiator,16,15,4,185,126,1.01,61,1,2,-1,0.41,25,4,1,0,0,1,0,0,0,0,65,8,0,252075,2026
VJC Split 1,614885,Advance Stage (A): Day 1,Split,ZETA DIVISION Academy,6,QT DIG∞,13,QT DIG∞,Misaya,Fade,Initiator,15,13,6,191,113,1.16,79,1,1,0,0.59,23,2,0,1,0,0,0,1,0,0,55,7,0,252076,2026
VJC Split 1,614888,Advance Stage (A): Day 2,Pearl,QT DIG∞,13,BC SWELL,6,QT DIG∞,Misaya,Fade,Initiator,11,10,9,158,110,1.08,74,1,1,0,0.84,10,0,1,0,0,0,0,0,0,0,49,7,0,252085,2026
VJC Split 1,614891,Advance Stage (A): Day 3,Split,QT DIG∞,7,WEC C,13,QT DIG∞,Misaya,Fade,Initiator,17,15,3,231,135,1.14,95,0,1,-1,0.45,16,1,0,1,0,0,1,0,0,0,57,3,0,252094,2026
VJC Split 1,628546,Phase 1: Upper Quarterfinals,Haven,REIGNITE FOXX,3,QT DIG∞,13,QT DIG∞,Misaya,Fade,Initiator,10,9,6,153,98,0.86,81,0,0,0,0.89,21,3,0,0,0,0,0,0,0,0,42,4,0,255105,2026
VJC Split 1,628546,Phase 1: Upper Quarterfinals,Split,REIGNITE FOXX,4,QT DIG∞,13,QT DIG∞,Misaya,Fade,Initiator,10,11,6,155,108,0.87,82,0,1,-1,0.73,24,1,0,0,0,0,0,0,0,0,42,8,0,255107,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Split,Insomnia,8,QT DIG∞,13,QT DIG∞,Misaya,Fade,Initiator,9,14,14,134,94,0.86,76,0,0,0,0.57,25,1,1,0,0,0,0,0,0,0,47,5,0,255129,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Pearl,Insomnia,11,QT DIG∞,13,QT DIG∞,Misaya,Fade,Initiator,13,15,5,157,94,0.86,71,1,3,-2,0.44,8,2,1,0,0,0,0,0,0,0,42,6,2,255130,2026
VJC Split 1,628559,Phase 1: Upper Final,Haven,QT DIG∞,16,CREST GAMING Zst,14,QT DIG∞,Misaya,Fade,Initiator,19,22,9,187,121,0.8,73,1,3,-2,0.27,16,6,0,0,0,2,0,0,0,0,39,10,2,255141,2026
VJC Split 1,628559,Phase 1: Upper Final,Pearl,QT DIG∞,6,CREST GAMING Zst,13,QT DIG∞,Misaya,Fade,Initiator,8,14,4,131,100,0.63,68,0,1,-1,0.33,23,1,0,0,0,0,0,0,0,0,48,7,0,255142,2026
VJC Split 1,628559,Phase 1: Upper Final,Split,QT DIG∞,8,CREST GAMING Zst,13,QT DIG∞,Misaya,Fade,Initiator,6,17,12,103,73,0.5,71,1,1,0,0.28,6,1,0,0,0,0,0,0,0,0,26,5,0,255143,2026
VJC Split 1,628561,Phase 1: Lower Final,Haven,QT DIG∞,13,REIGNITE FOXX,11,QT DIG∞,Misaya,Fade,Initiator,12,18,7,148,98,0.65,67,1,4,-3,0.26,22,3,0,0,0,0,0,0,0,0,46,5,0,255147,2026
VJC Split 1,628561,Phase 1: Lower Final,Corrode,QT DIG∞,0,REIGNITE FOXX,13,QT DIG∞,Misaya,Fade,Initiator,7,13,2,181,108,0.51,54,0,0,0,-0.01,10,0,1,0,0,0,0,0,0,0,46,4,0,255148,2026
VJC Split 1,628561,Phase 1: Lower Final,Pearl,QT DIG∞,13,REIGNITE FOXX,10,QT DIG∞,Misaya,Fade,Initiator,11,15,6,151,103,0.82,78,0,0,0,0.39,18,1,0,0,0,0,0,0,0,0,47,7,1,255149,2026
VJC Split 1,653832,Playoffs: Semifinals,Haven,QT DIG∞,10,FENNEL,13,QT DIG∞,Misaya,Fade,Initiator,9,23,12,141,97,0.45,61,2,1,1,-0.24,15,0,1,0,0,0,0,0,0,0,32,8,0,262747,2026
VJC Split 1,653832,Playoffs: Semifinals,Lotus,QT DIG∞,9,FENNEL,13,QT DIG∞,Misaya,Fade,Initiator,13,16,6,177,116,0.89,73,2,2,0,0.37,29,2,0,1,0,1,0,0,0,0,47,6,1,262749,2026
VJC Split 1,614883,Advance Stage (A): Day 1,Haven,QT DIG∞,14,NORTHEPTION Youth,12,QT DIG∞,Misaya,Breach,Initiator,14,15,15,171,121,1.06,73,0,2,-2,0.66,27,3,0,0,0,0,0,0,0,0,47,10,1,252069,2026
VJC Split 1,614891,Advance Stage (A): Day 3,Haven,QT DIG∞,13,WEC C,9,QT DIG∞,Misaya,Breach,Initiator,9,18,10,129,94,0.57,64,0,2,-2,0.16,22,2,0,0,0,0,0,0,0,0,38,5,1,252095,2026
VJC Split 1,614883,Advance Stage (A): Day 1,Split,QT DIG∞,13,NORTHEPTION Youth,3,QT DIG∞,margaret,Yoru,Duelist,15,9,3,239,144,1.25,75,4,2,2,0.81,12,3,2,0,0,1,0,1,0,0,53,1,0,252071,2026
VJC Split 1,614885,Advance Stage (A): Day 1,Split,ZETA DIVISION Academy,6,QT DIG∞,13,QT DIG∞,margaret,Yoru,Duelist,15,12,6,245,168,1.19,84,6,3,3,0.84,20,2,0,1,0,0,1,0,0,0,53,0,1,252076,2026
VJC Split 1,614891,Advance Stage (A): Day 3,Split,QT DIG∞,7,WEC C,13,QT DIG∞,margaret,Yoru,Duelist,17,16,4,251,167,1.08,70,4,3,1,0.37,18,4,1,0,0,0,0,0,0,0,58,1,0,252094,2026
VJC Split 1,628546,Phase 1: Upper Quarterfinals,Haven,REIGNITE FOXX,3,QT DIG∞,13,QT DIG∞,yuran,Yoru,Duelist,20,6,6,344,232,1.86,100,5,0,5,1.21,35,4,1,0,0,0,0,0,0,0,116,0,0,255105,2026
VJC Split 1,628546,Phase 1: Upper Quarterfinals,Abyss,REIGNITE FOXX,13,QT DIG∞,8,QT DIG∞,yuran,Yoru,Duelist,11,17,4,147,106,0.71,57,3,5,-2,0.24,23,1,1,0,0,0,0,0,0,0,36,0,0,255106,2026
VJC Split 1,628546,Phase 1: Upper Quarterfinals,Split,REIGNITE FOXX,4,QT DIG∞,13,QT DIG∞,yuran,Yoru,Duelist,13,14,8,226,148,0.98,88,2,4,-2,0.62,42,4,0,0,0,1,0,0,0,0,52,1,0,255107,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Split,Insomnia,8,QT DIG∞,13,QT DIG∞,yuran,Yoru,Duelist,14,13,5,176,108,0.97,81,2,2,0,0.73,19,2,1,0,0,0,0,0,0,0,41,0,0,255129,2026
VJC Split 1,628554,Phase 1: Upper Semifinals,Pearl,Insomnia,11,QT DIG∞,13,QT DIG∞,yuran,Yoru,Duelist,19,19,2,216,139,0.91,67,4,3,1,0.31,23,6,0,0,0,0,0,0,0,0,53,0,0,255130,2026
VJC Split 1,628559,Phase 1: Upper Final,Haven,QT DIG∞,16,CREST GAMING Zst,14,QT DIG∞,yuran,Yoru,Duelist,22,21,5,207,134,1.01,73,5,3,2,0.47,31,4,1,1,0,0,0,0,0,0,41,0,0,255141,2026
VJC Split 1,628559,Phase 1: Upper Final,Pearl,QT DIG∞,6,CREST GAMING Zst,13,QT DIG∞,yuran,Yoru,Duelist,6,15,4,106,84,0.45,63,0,6,-6,0.33,28,1,0,0,0,0,0,0,0,0,34,0,0,255142,2026
VJC Split 1,628559,Phase 1: Upper Final,Split,QT DIG∞,8,CREST GAMING Zst,13,QT DIG∞,yuran,Yoru,Duelist,15,17,7,209,127,1.11,81,2,1,1,0.25,13,3,1,0,0,0,0,0,0,0,46,1,0,255143,2026
VJC Split 1,628561,Phase 1: Lower Final,Haven,QT DIG∞,13,REIGNITE FOXX,11,QT DIG∞,yuran,Yoru,Duelist,21,16,2,231,158,1.21,63,4,1,3,0.50,28,5,1,0,0,0,0,0,0,0,63,2,1,255147,2026
VJC Split 1,628561,Phase 1: Lower Final,Corrode,QT DIG∞,0,REIGNITE FOXX,13,QT DIG∞,yuran,Yoru,Duelist,4,13,0,92,69,0.14,38,0,4,-4,0.19,27,0,0,0,0,0,0,0,0,0,26,1,0,255148,2026
VJC Split 1,628561,Phase 1: Lower Final,Pearl,QT DIG∞,13,REIGNITE FOXX,10,QT DIG∞,yuran,Yoru,Duelist,17,14,4,204,115,1.16,78,3,1,2,0.59,23,3,0,1,0,0,1,0,0,0,42,0,1,255149,2026
VJC Split 1,614883,Advance Stage (A): Day 1,Corrode,QT DIG∞,11,NORTHEPTION Youth,13,QT DIG∞,Impact,Waylay,Duelist,23,16,2,290,183,1.44,67,6,1,5,0.41,54,3,2,1,0,0,1,0,0,0,58,0,1,252070,2026
VJC Split 1,614888,Advance Stage (A): Day 2,Corrode,QT DIG∞,13,BC SWELL,11,QT DIG∞,Impact,Waylay,Duelist,21,14,3,235,151,1.2,71,3,3,0,0.78,59,2,2,1,0,0,0,0,0,0,53,2,0,252084,2026
VJC Split 1,628546,Phase 1: Upper Quarterfinals,Abyss,REIGNITE FOXX,13,QT DIG∞,8,QT DIG∞,Impact,Waylay,Duelist,14,17,3,184,115,0.82,71,1,3,-2,0.24,22,4,0,1,0,0,0,0,0,0,41,1,0,255106,2026
VJC Split 1,628559,Phase 1: Upper Final,Pearl,QT DIG∞,6,CREST GAMING Zst,13,QT DIG∞,Impact,Waylay,Duelist,6,16,1,109,70,0.43,58,1,4,-3,0.04,16,1,1,0,0,0,0,0,0,0,27,0,0,255142,2026
VJC Split 1,628561,Phase 1: Lower Final,Corrode,QT DIG∞,0,REIGNITE FOXX,13,QT DIG∞,Impact,Waylay,Duelist,9,13,1,220,137,0.78,69,2,1,1,0.10,27,1,1,0,0,0,0,0,0,0,51,0,0,255148,2026
VJC Split 1,628561,Phase 1: Lower Final,Pearl,QT DIG∞,13,REIGNITE FOXX,10,QT DIG∞,Impact,Waylay,Duelist,23,18,3,271,157,1.18,70,7,3,4,0.48,40,2,1,2,0,0,0,0,0,0,52,2,1,255149,2026
