League,match_id,phase,map_name,team1_name,team1_score,team2_name,team2_score,player_team,player_name,agents,role,kills,deaths,assists,acs,adr,rating,kast,first_kills,first_deaths,fk_diff,RIV,hs_pct,k2,k3,k4,k5,clutch_1v1,clutch_1v2,clutch_1v3,clutch_1v4,clutch_1v5,econ,plants,defuses,game_id,Year
VJC Split 1,614899,Advance Stage (B): Day 1,Haven,AGELITE,13,Delight,3,Delight,Hands,Killjoy,Sentinel,11,12,2,216,160,0.72,69,0,1,-1,0.43,29,0,0,1,0,0,0,1,0,0,75,1,0,252105,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Haven,Delight,16,IGZIST,14,Delight,Hands,Killjoy,Sentinel,19,23,4,176,122,0.86,73,0,0,0,-0.01,40,2,1,0,0,0,0,0,0,0,39,2,0,252114,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Pearl,Delight,13,Team SEIBI,5,Delight,Mametu,Killjoy,Sentinel,14,11,6,214,154,1.17,89,1,1,0,0.83,18,2,1,0,0,0,0,0,0,0,66,1,0,252449,2026
VJC Split 1,614897,Advance Stage (B): Day 1,Haven,Delight,4,CREST GAMING Zst,13,Delight,daydus,Sova,Initiator,3,16,1,74,57,0.14,29,0,2,-2,-0.27,5,0,0,0,0,0,0,0,0,0,23,1,0,252099,2026
VJC Split 1,614897,Advance Stage (B): Day 1,Breeze,Delight,6,CREST GAMING Zst,13,Delight,daydus,Sova,Initiator,6,14,6,118,84,0.6,68,0,2,-2,0.27,24,0,0,0,0,0,0,0,0,0,40,3,0,252100,2026
VJC Split 1,614899,Advance Stage (B): Day 1,Haven,AGELITE,13,Delight,3,Delight,daydus,Sova,Initiator,8,14,6,153,99,0.53,56,0,2,-2,0.22,10,2,0,0,0,0,0,0,0,0,41,3,0,252105,2026
VJC Split 1,614899,Advance Stage (B): Day 1,Breeze,AGELITE,13,Delight,11,Delight,daydus,Sova,Initiator,15,19,7,184,127,1.01,67,1,2,-1,0.08,39,3,2,0,0,0,0,1,0,0,50,4,2,252106,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Haven,Delight,16,IGZIST,14,Delight,daydus,Sova,Initiator,10,20,8,106,80,0.6,63,1,4,-3,0.09,18,1,0,0,0,0,0,0,0,0,28,5,1,252114,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Pearl,Delight,13,Team SEIBI,5,Delight,daydus,Sova,Initiator,16,10,3,247,155,1.35,78,3,0,3,0.70,30,2,1,1,0,0,0,1,0,0,66,6,0,252449,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Split,Delight,9,IGZIST,13,Delight,daydus,Fade,Initiator,14,17,4,159,99,0.92,64,1,0,1,0.16,50,4,0,0,0,0,1,0,0,0,38,5,0,252115,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Corrode,Delight,12,IGZIST,14,Delight,daydus,Fade,Initiator,18,20,8,205,137,0.92,81,2,1,1,0.36,36,6,0,0,0,0,0,0,0,0,52,3,1,252116,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Corrode,Delight,13,Team SEIBI,8,Delight,daydus,Fade,Initiator,14,12,8,184,117,1.07,71,0,0,0,0.64,23,2,0,1,0,0,1,0,0,0,52,6,0,252124,2026
VJC Split 1,614897,Advance Stage (B): Day 1,Breeze,Delight,6,CREST GAMING Zst,13,Delight,Hands,Yoru,Duelist,14,17,0,199,129,0.88,68,2,1,1,0.06,42,1,1,0,0,0,0,0,0,0,47,0,1,252100,2026
VJC Split 1,614899,Advance Stage (B): Day 1,Breeze,AGELITE,13,Delight,11,Delight,Hands,Yoru,Duelist,18,19,4,204,139,0.95,75,2,2,0,0.32,21,3,1,0,0,0,1,0,0,0,51,1,2,252106,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Split,Delight,9,IGZIST,13,Delight,Hands,Yoru,Duelist,12,17,2,153,101,0.77,73,2,4,-2,0.27,13,2,1,0,0,1,0,0,0,0,42,0,1,252115,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Corrode,Delight,12,IGZIST,14,Delight,Hands,Yoru,Duelist,18,18,3,189,128,0.92,69,3,2,1,0.42,32,3,1,0,0,0,0,0,0,0,49,1,0,252116,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Corrode,Delight,13,Team SEIBI,8,Delight,Hands,Yoru,Duelist,19,15,3,259,153,1.15,81,2,2,0,0.48,47,3,2,0,0,1,0,0,0,0,55,1,0,252124,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Pearl,Delight,13,Team SEIBI,5,Delight,Hands,Yoru,Duelist,11,10,3,154,91,0.94,78,2,1,1,0.78,21,1,0,0,0,1,0,0,0,0,31,1,0,252449,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Split,Delight,9,IGZIST,13,Delight,Airy,Waylay,Duelist,17,19,6,210,146,0.89,55,1,4,-3,0.15,26,4,1,0,0,0,0,0,0,0,54,0,1,252115,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Corrode,Delight,12,IGZIST,14,Delight,Airy,Waylay,Duelist,14,21,6,145,91,0.64,54,3,3,0,0.04,27,4,0,0,0,2,0,0,0,0,28,0,0,252116,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Corrode,Delight,13,Team SEIBI,8,Delight,Airy,Waylay,Duelist,21,14,2,281,175,1.25,76,6,4,2,0.73,26,2,3,0,0,1,0,0,0,0,70,2,1,252124,2026
VJC Split 1,614897,Advance Stage (B): Day 1,Haven,Delight,4,CREST GAMING Zst,13,Delight,Airy,Neon,Duelist,10,15,2,162,117,0.74,82,2,2,0,0.39,36,1,0,0,0,1,0,0,0,0,43,0,0,252099,2026
VJC Split 1,614897,Advance Stage (B): Day 1,Breeze,Delight,6,CREST GAMING Zst,13,Delight,Airy,Neon,Duelist,12,15,1,152,89,0.68,58,2,4,-2,0.32,39,3,0,0,0,0,0,0,0,0,35,0,0,252100,2026
VJC Split 1,614899,Advance Stage (B): Day 1,Haven,AGELITE,13,Delight,3,Delight,Airy,Neon,Duelist,8,16,6,157,112,0.24,56,2,3,-1,0.32,45,3,0,0,0,0,0,0,0,0,42,0,0,252105,2026
VJC Split 1,614899,Advance Stage (B): Day 1,Breeze,AGELITE,13,Delight,11,Delight,Airy,Neon,Duelist,13,19,5,156,109,0.66,75,0,5,-5,0.28,36,2,1,0,0,0,0,0,0,0,39,0,0,252106,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Haven,Delight,16,IGZIST,14,Delight,Airy,Neon,Duelist,24,21,9,239,146,1.11,80,7,3,4,0.68,25,3,1,0,1,0,0,0,0,0,46,1,2,252114,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Pearl,Delight,13,Team SEIBI,5,Delight,Airy,Neon,Duelist,19,11,3,282,188,1.53,78,4,2,2,0.71,31,3,2,0,0,0,0,0,0,0,88,0,1,252449,2026
VJC Split 1,614897,Advance Stage (B): Day 1,Haven,Delight,4,CREST GAMING Zst,13,Delight,Mametu,Viper,Controller,6,17,2,102,74,0.3,41,0,2,-2,-0.19,50,2,0,0,0,0,0,0,0,0,30,2,0,252099,2026
VJC Split 1,614897,Advance Stage (B): Day 1,Breeze,Delight,6,CREST GAMING Zst,13,Delight,Mametu,Viper,Controller,12,15,4,181,114,0.95,68,2,2,0,0.22,59,3,0,0,0,1,0,0,0,0,46,3,0,252100,2026
VJC Split 1,614899,Advance Stage (B): Day 1,Haven,AGELITE,13,Delight,3,Delight,Mametu,Viper,Controller,4,15,3,80,52,0.04,50,0,3,-3,0.16,5,0,0,0,0,0,0,0,0,0,18,0,0,252105,2026
VJC Split 1,614899,Advance Stage (B): Day 1,Breeze,AGELITE,13,Delight,11,Delight,Mametu,Viper,Controller,11,18,2,119,86,0.58,63,1,3,-2,0.14,24,1,0,0,0,1,0,0,0,0,33,2,0,252106,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Haven,Delight,16,IGZIST,14,Delight,Mametu,Viper,Controller,24,19,3,213,136,1.13,67,2,6,-4,0.55,42,3,2,1,0,2,0,0,0,0,51,1,1,252114,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Split,Delight,9,IGZIST,13,Delight,Mametu,Viper,Controller,16,19,6,215,136,0.87,68,1,3,-2,0.09,34,2,1,0,0,0,0,1,0,0,53,1,0,252115,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Corrode,Delight,12,IGZIST,14,Delight,Mametu,Viper,Controller,13,21,6,171,135,0.74,69,2,2,0,-0.01,29,1,0,1,0,0,0,0,0,0,46,1,0,252116,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Corrode,Delight,13,Team SEIBI,8,Delight,Mametu,Viper,Controller,12,13,6,168,114,0.91,67,1,2,-1,0.52,32,3,0,0,0,0,0,0,0,0,54,1,0,252124,2026
VJC Split 1,614897,Advance Stage (B): Day 1,Haven,Delight,4,CREST GAMING Zst,13,Delight,fukukeN,Omen,Controller,13,15,7,237,147,0.98,59,3,4,-1,0.17,30,2,0,1,0,0,0,0,0,0,57,1,0,252099,2026
VJC Split 1,614899,Advance Stage (B): Day 1,Haven,AGELITE,13,Delight,3,Delight,fukukeN,Omen,Controller,9,14,2,165,95,0.68,38,1,4,-3,-0.08,22,0,2,0,0,0,0,0,0,0,39,1,0,252105,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Haven,Delight,16,IGZIST,14,Delight,fukukeN,Omen,Controller,23,24,11,228,142,1.01,83,4,3,1,0.37,28,5,1,0,0,0,0,0,0,0,41,3,0,252114,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Split,Delight,9,IGZIST,13,Delight,fukukeN,Omen,Controller,14,16,6,201,125,0.9,73,2,4,-2,0.36,30,4,0,0,0,0,0,0,0,0,55,1,1,252115,2026
VJC Split 1,614902,Advance Stage (B): Day 2,Corrode,Delight,12,IGZIST,14,Delight,fukukeN,Omen,Controller,25,19,3,265,169,1.21,65,6,2,4,0.50,35,5,0,0,1,0,1,0,0,0,57,3,0,252116,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Corrode,Delight,13,Team SEIBI,8,Delight,fukukeN,Omen,Controller,18,15,6,217,127,1.1,71,1,3,-2,0.50,36,5,1,0,0,1,1,0,0,0,44,0,1,252124,2026
VJC Split 1,614897,Advance Stage (B): Day 1,Breeze,Delight,6,CREST GAMING Zst,13,Delight,fukukeN,Astra,Controller,13,16,2,201,118,0.86,47,2,2,0,-0.10,30,4,1,0,0,0,0,0,0,0,45,0,1,252100,2026
VJC Split 1,614899,Advance Stage (B): Day 1,Breeze,AGELITE,13,Delight,11,Delight,fukukeN,Astra,Controller,29,18,4,325,204,1.6,79,7,1,6,0.68,34,3,3,1,0,1,0,0,0,0,76,0,1,252106,2026
VJC Split 1,614905,Advance Stage (B): Day 3,Pearl,Delight,13,Team SEIBI,5,Delight,fukukeN,Astra,Controller,9,10,3,135,82,0.72,78,0,4,-4,0.77,41,1,1,0,0,1,0,0,0,0,31,1,0,252449,2026
VJC Split 1,614910,Advance Stage (C): Day 1,Haven,DFM Academy,4,Murash Gaming,13,DFM Academy,PaiN,Killjoy,Sentinel,7,15,3,119,75,0.41,53,1,4,-3,0.17,12,1,0,0,0,0,0,0,0,0,29,0,0,252136,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Haven,BLUE BEES.ESP,13,DFM Academy,9,DFM Academy,PaiN,Killjoy,Sentinel,15,17,2,186,123,0.91,64,2,1,1,0.18,46,3,1,0,0,0,1,0,0,0,47,0,0,252157,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Pearl,BLUE BEES.ESP,13,DFM Academy,6,DFM Academy,zerurun,Chamber,Sentinel,8,17,4,141,110,0.48,63,2,5,-3,0.18,11,1,0,0,0,0,0,0,0,0,55,0,0,252158,2026
VJC Split 1,614910,Advance Stage (C): Day 1,Bind,DFM Academy,9,Murash Gaming,13,DFM Academy,Lucky,Tejo,Initiator,9,18,5,130,82,0.5,50,2,2,0,-0.04,37,2,0,0,0,0,0,0,0,0,31,0,0,252135,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Bind,Insomnia,13,DFM Academy,4,DFM Academy,Lucky,Tejo,Initiator,5,16,1,88,61,0.32,59,2,0,2,0.06,14,0,0,0,0,0,0,0,0,0,26,0,0,252141,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Bind,DFM Academy,1,SCARZ,13,DFM Academy,Lucky,Tejo,Initiator,2,14,0,50,32,0.17,36,0,3,-3,-0.07,38,0,0,0,0,0,0,0,0,0,14,0,0,252150,2026
VJC Split 1,614910,Advance Stage (C): Day 1,Haven,DFM Academy,4,Murash Gaming,13,DFM Academy,Lucky,Sova,Initiator,6,14,1,103,68,0.5,47,1,2,-1,0.06,35,0,0,0,0,0,0,0,0,0,28,4,0,252136,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Corrode,Insomnia,13,DFM Academy,8,DFM Academy,taru,Sova,Initiator,14,17,9,207,141,1,71,2,1,1,0.26,44,1,2,0,0,0,0,0,0,0,59,3,1,252142,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Corrode,DFM Academy,2,SCARZ,13,DFM Academy,taru,Sova,Initiator,6,13,4,133,91,0.51,60,0,3,-3,0.25,19,1,0,0,0,0,0,0,0,0,34,4,0,252151,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Abyss,BLUE BEES.ESP,4,DFM Academy,13,DFM Academy,taru,Sova,Initiator,13,11,8,214,144,1.12,82,2,0,2,0.77,44,3,0,0,0,0,0,0,0,0,53,1,2,252156,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Haven,BLUE BEES.ESP,13,DFM Academy,9,DFM Academy,Lucky,Sova,Initiator,10,14,4,124,84,0.8,73,1,1,0,0.45,43,3,0,0,0,1,0,0,0,0,36,5,0,252157,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Pearl,BLUE BEES.ESP,13,DFM Academy,6,DFM Academy,Lucky,Sova,Initiator,7,16,3,145,112,0.63,42,0,0,0,-0.26,28,2,0,0,0,0,0,0,0,0,48,6,0,252158,2026
VJC Split 1,614910,Advance Stage (C): Day 1,Bind,DFM Academy,9,Murash Gaming,13,DFM Academy,taru,Skye,Initiator,13,16,6,176,118,0.94,68,0,0,0,0.20,20,3,1,0,0,0,1,0,0,0,51,6,1,252135,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Bind,Insomnia,13,DFM Academy,4,DFM Academy,taru,Skye,Initiator,9,13,4,141,111,0.98,65,1,1,0,0.31,41,1,0,0,0,1,0,0,0,0,47,3,1,252141,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Bind,DFM Academy,1,SCARZ,13,DFM Academy,taru,Skye,Initiator,6,14,3,119,75,0.46,57,0,2,-2,0.13,25,0,0,0,0,0,0,0,0,0,29,1,0,252150,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Corrode,Insomnia,13,DFM Academy,8,DFM Academy,Lucky,KAY/O,Initiator,13,14,9,177,107,1.09,81,1,0,1,0.52,43,2,0,1,0,1,0,0,0,0,49,4,2,252142,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Corrode,DFM Academy,2,SCARZ,13,DFM Academy,Lucky,KAY/O,Initiator,16,13,9,276,161,1.41,67,1,2,-1,0.24,46,3,0,1,0,0,0,0,0,0,58,2,0,252151,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Abyss,BLUE BEES.ESP,4,DFM Academy,13,DFM Academy,Lucky,Breach,Initiator,14,10,3,197,114,1.04,82,1,3,-2,0.83,32,2,2,0,0,1,0,1,0,0,48,6,1,252156,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Abyss,BLUE BEES.ESP,4,DFM Academy,13,DFM Academy,TK,Yoru,Duelist,18,12,4,260,161,1.31,94,5,1,4,0.86,32,1,3,0,0,0,0,0,0,0,54,0,1,252156,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Pearl,BLUE BEES.ESP,13,DFM Academy,6,DFM Academy,TK,Yoru,Duelist,14,15,4,205,139,0.99,53,0,3,-3,0.15,50,1,1,2,0,0,0,1,0,0,48,0,1,252158,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Corrode,Insomnia,13,DFM Academy,8,DFM Academy,TK,Waylay,Duelist,13,18,6,197,132,0.79,67,3,3,0,0.18,17,2,1,0,0,0,0,0,0,0,50,0,1,252142,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Corrode,DFM Academy,2,SCARZ,13,DFM Academy,TK,Waylay,Duelist,9,15,3,189,115,0.59,60,4,3,1,0.16,38,1,1,0,0,0,0,0,0,0,44,0,0,252151,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Abyss,BLUE BEES.ESP,4,DFM Academy,13,DFM Academy,PaiN,Waylay,Duelist,10,13,3,165,121,0.87,59,1,2,-1,0.31,36,4,0,0,0,0,0,0,0,0,45,1,0,252156,2026
VJC Split 1,614910,Advance Stage (C): Day 1,Bind,DFM Academy,9,Murash Gaming,13,DFM Academy,TK,Raze,Duelist,19,15,2,228,154,1.14,73,5,4,1,0.68,23,4,0,1,0,1,0,0,1,0,62,0,3,252135,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Bind,Insomnia,13,DFM Academy,4,DFM Academy,TK,Raze,Duelist,8,17,1,146,112,0.47,53,2,4,-2,0.01,29,0,1,0,0,0,0,0,0,0,46,0,0,252141,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Bind,DFM Academy,1,SCARZ,13,DFM Academy,TK,Raze,Duelist,4,14,1,109,75,0.28,36,0,1,-1,-0.11,32,0,0,0,0,0,0,0,0,0,31,0,0,252150,2026
VJC Split 1,614910,Advance Stage (C): Day 1,Haven,DFM Academy,4,Murash Gaming,13,DFM Academy,TK,Neon,Duelist,11,15,3,183,121,0.71,59,1,4,-3,0.22,33,4,0,0,0,0,0,0,0,0,42,0,0,252136,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Haven,BLUE BEES.ESP,13,DFM Academy,9,DFM Academy,TK,Neon,Duelist,7,16,3,107,75,0.58,59,4,5,-1,0.24,23,1,0,0,0,0,0,0,0,0,30,3,0,252157,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Pearl,BLUE BEES.ESP,13,DFM Academy,6,DFM Academy,PaiN,Neon,Duelist,8,17,2,116,78,0.48,47,1,3,-2,-0.04,57,2,0,0,0,0,0,0,0,0,30,0,0,252158,2026
VJC Split 1,614910,Advance Stage (C): Day 1,Bind,DFM Academy,9,Murash Gaming,13,DFM Academy,zerurun,Viper,Controller,11,17,5,148,86,0.57,59,3,2,1,0.20,22,2,0,0,0,0,0,0,0,0,37,0,0,252135,2026
VJC Split 1,614910,Advance Stage (C): Day 1,Haven,DFM Academy,4,Murash Gaming,13,DFM Academy,zerurun,Viper,Controller,9,13,2,169,117,0.92,65,2,1,1,0.19,23,3,0,0,0,0,0,0,0,0,52,0,1,252136,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Bind,Insomnia,13,DFM Academy,4,DFM Academy,zerurun,Viper,Controller,10,15,4,185,120,0.72,71,0,5,-5,0.19,26,2,0,0,0,0,0,0,0,0,50,0,0,252141,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Corrode,Insomnia,13,DFM Academy,8,DFM Academy,zerurun,Viper,Controller,13,16,1,177,117,0.9,81,3,2,1,0.33,34,1,1,0,0,1,0,0,0,0,50,1,0,252142,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Bind,DFM Academy,1,SCARZ,13,DFM Academy,zerurun,Viper,Controller,8,13,1,186,125,0.71,36,1,4,-3,-0.12,42,1,0,1,0,1,0,0,0,0,58,1,0,252150,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Corrode,DFM Academy,2,SCARZ,13,DFM Academy,zerurun,Viper,Controller,12,13,3,241,194,0.92,67,1,0,1,0.30,26,1,1,0,0,0,0,0,0,0,72,0,0,252151,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Haven,BLUE BEES.ESP,13,DFM Academy,9,DFM Academy,zerurun,Viper,Controller,14,18,8,203,125,0.79,73,1,1,0,0.18,17,2,0,0,0,0,0,0,0,0,50,0,0,252157,2026
VJC Split 1,614910,Advance Stage (C): Day 1,Haven,DFM Academy,4,Murash Gaming,13,DFM Academy,taru,Omen,Controller,11,13,5,171,115,0.94,76,0,1,-1,0.42,32,2,0,0,0,0,0,0,0,0,50,1,0,252136,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Corrode,Insomnia,13,DFM Academy,8,DFM Academy,PaiN,Omen,Controller,14,17,5,195,132,0.77,67,4,2,2,0.35,43,2,0,0,0,0,0,0,0,0,50,1,0,252142,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Corrode,DFM Academy,2,SCARZ,13,DFM Academy,PaiN,Omen,Controller,5,13,5,99,76,0.6,67,1,0,1,0.33,21,1,0,0,0,0,0,0,0,0,29,0,0,252151,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Haven,BLUE BEES.ESP,13,DFM Academy,9,DFM Academy,taru,Omen,Controller,18,19,9,246,155,1.08,64,3,3,0,0.15,24,2,1,1,0,1,0,0,0,0,52,1,0,252157,2026
VJC Split 1,614910,Advance Stage (C): Day 1,Bind,DFM Academy,9,Murash Gaming,13,DFM Academy,PaiN,Brimstone,Controller,13,17,10,188,114,0.92,55,2,2,0,0.11,26,2,1,0,0,0,0,0,0,0,47,0,0,252135,2026
VJC Split 1,614912,Advance Stage (C): Day 2,Bind,Insomnia,13,DFM Academy,4,DFM Academy,PaiN,Brimstone,Controller,9,14,2,172,111,0.67,41,0,2,-2,-0.10,26,1,1,0,0,0,0,1,0,0,46,1,0,252141,2026
VJC Split 1,614915,Advance Stage (C): Day 3,Bind,DFM Academy,1,SCARZ,13,DFM Academy,PaiN,Brimstone,Controller,5,14,4,108,58,0.4,50,1,2,-1,0.07,18,0,0,0,0,0,0,0,0,0,24,0,0,252150,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Abyss,BLUE BEES.ESP,4,DFM Academy,13,DFM Academy,zerurun,Astra,Controller,16,10,6,272,192,1.53,82,1,1,0,0.65,36,1,3,0,0,0,0,1,0,0,71,0,1,252156,2026
VJC Split 1,614917,Advance Stage (C): Day 3,Pearl,BLUE BEES.ESP,13,DFM Academy,6,DFM Academy,taru,Astra,Controller,12,17,6,171,106,0.82,58,1,4,-3,0.06,24,1,1,0,0,1,0,0,0,0,38,0,1,252158,2026
VJC Split 1,614900,Advance Stage (B): Day 1,Bind,CREST GAMING Zst,13,IGZIST,9,CREST GAMING Zst,yutaro,Vyse,Sentinel,15,17,5,185,119,0.79,64,1,4,-3,0.32,22,2,1,0,0,0,0,0,0,0,49,0,0,252108,2026
VJC Split 1,628547,Phase 1: Upper Quarterfinals,Bind,REJECT,11,CREST GAMING Zst,13,CREST GAMING Zst,yutaro,Vyse,Sentinel,16,18,4,188,116,0.82,67,4,5,-1,0.38,48,2,1,0,0,0,0,0,0,0,47,2,0,255109,2026
VJC Split 1,628556,Phase 1: Upper Semifinals,Bind,FENNEL,14,CREST GAMING Zst,16,CREST GAMING Zst,yutaro,Vyse,Sentinel,26,18,10,239,157,1.43,70,4,1,3,0.80,44,6,1,1,0,1,0,0,0,0,54,2,1,255133,2026
VJC Split 1,653831,Playoffs: Semifinals,Bind,CREST GAMING Zst,13,Insomnia,10,CREST GAMING Zst,yutaro,Vyse,Sentinel,11,14,5,156,109,0.77,74,3,1,2,0.57,43,1,0,0,0,0,0,0,0,0,45,0,0,262745,2026
VJC Split 1,653833,Playoffs: Grand Final,Bind,CREST GAMING Zst,12,FENNEL,14,CREST GAMING Zst,yutaro,Vyse,Sentinel,13,17,7,162,119,0.84,81,1,3,-2,0.46,29,0,0,0,0,0,0,0,0,0,56,0,1,262751,2026
VJC Split 1,614900,Advance Stage (B): Day 1,Bind,CREST GAMING Zst,13,IGZIST,9,CREST GAMING Zst,KEN,Sage,Sentinel,20,13,9,267,172,1.44,77,4,2,2,0.81,28,2,1,1,0,1,0,0,0,0,63,2,1,252108,2026
VJC Split 1,628547,Phase 1: Upper Quarterfinals,Bind,REJECT,11,CREST GAMING Zst,13,CREST GAMING Zst,KEN,Sage,Sentinel,13,17,10,171,104,0.88,67,2,3,-1,0.33,35,3,0,0,0,0,0,0,0,0,37,0,1,255109,2026
VJC Split 1,628556,Phase 1: Upper Semifinals,Bind,FENNEL,14,CREST GAMING Zst,16,CREST GAMING Zst,KEN,Sage,Sentinel,20,21,9,196,121,0.95,67,2,2,0,0.30,21,4,1,0,0,0,0,0,0,0,40,1,0,255133,2026
VJC Split 1,628556,Phase 1: Upper Semifinals,Pearl,FENNEL,9,CREST GAMING Zst,13,CREST GAMING Zst,KEN,Sage,Sentinel,26,12,10,325,222,1.72,91,4,2,2,1.24,30,3,3,0,0,0,0,0,0,0,82,2,0,255134,2026
VJC Split 1,628559,Phase 1: Upper Final,Pearl,QT DIG∞,6,CREST GAMING Zst,13,CREST GAMING Zst,KEN,Sage,Sentinel,13,11,8,192,134,1.19,79,2,2,0,0.80,33,2,0,0,0,0,0,0,0,0,60,1,1,255142,2026
VJC Split 1,653831,Playoffs: Semifinals,Breeze,CREST GAMING Zst,13,Insomnia,11,CREST GAMING Zst,KEN,Sage,Sentinel,9,16,10,125,86,0.68,79,1,1,0,0.46,21,2,0,0,0,0,0,0,0,0,32,2,0,262744,2026
VJC Split 1,653831,Playoffs: Semifinals,Bind,CREST GAMING Zst,13,Insomnia,10,CREST GAMING Zst,KEN,Sage,Sentinel,19,12,3,201,134,1.28,70,1,3,-2,0.81,38,4,1,0,0,1,0,0,0,0,55,3,0,262745,2026
VJC Split 1,653833,Playoffs: Grand Final,Bind,CREST GAMING Zst,12,FENNEL,14,CREST GAMING Zst,KEN,Sage,Sentinel,12,19,10,155,113,0.76,58,2,6,-4,0.20,31,3,0,0,0,1,0,0,0,0,43,5,1,262751,2026
VJC Split 1,653833,Playoffs: Grand Final,Pearl,CREST GAMING Zst,13,FENNEL,5,CREST GAMING Zst,KEN,Sage,Sentinel,19,8,8,271,180,1.69,89,0,1,-1,1.03,45,4,1,0,0,0,1,0,0,0,73,3,0,262753,2026
VJC Split 1,614897,Advance Stage (B): Day 1,Haven,Delight,4,CREST GAMING Zst,13,CREST GAMING Zst,yutaro,Killjoy,Sentinel,20,8,2,314,188,1.66,76,4,3,1,0.83,27,4,3,0,0,0,1,0,0,0,84,1,0,252099,2026
VJC Split 1,614903,Advance Stage (B): Day 2,Haven,CREST GAMING Zst,13,Team SEIBI,4,CREST GAMING Zst,yutaro,Killjoy,Sentinel,18,10,2,286,165,1.45,82,3,1,2,0.64,29,4,2,0,0,1,0,0,0,0,68,0,1,252117,2026
VJC Split 1,614904,Advance Stage (B): Day 3,Haven,AGELITE,12,CREST GAMING Zst,14,CREST GAMING Zst,yutaro,Killjoy,Sentinel,17,19,3,178,133,0.86,77,2,2,0,0.39,35,3,0,0,0,1,0,0,0,0,46,1,0,252121,2026
VJC Split 1,628556,Phase 1: Upper Semifinals,Pearl,FENNEL,9,CREST GAMING Zst,13,CREST GAMING Zst,yutaro,Killjoy,Sentinel,9,11,3,113,88,0.81,77,1,2,-1,0.77,25,0,0,0,0,0,0,0,0,0,43,0,0,255134,2026
VJC Split 1,628559,Phase 1: Upper Final,Haven,QT DIG∞,16,CREST GAMING Zst,14,CREST GAMING Zst,yutaro,Killjoy,Sentinel,29,26,7,278,186,1.16,77,5,0,5,0.27,36,3,3,0,0,0,1,0,0,0,56,3,0,255141,2026
VJC Split 1,628559,Phase 1: Upper Final,Pearl,QT DIG∞,6,CREST GAMING Zst,13,CREST GAMING Zst,yutaro,Killjoy,Sentinel,13,11,1,181,138,0.98,79,3,1,2,0.82,30,2,1,0,0,0,0,0,0,0,52,0,1,255142,2026
